Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of protein localization to membrane (GO:1905475)	1/30	0.13970956391884184	0.20768706036591622	0	0	6.921281783350749	13.622394510819323	VAMP8
positive regulation of B cell proliferation (GO:0030890)	1/30	0.13970956391884184	0.20768706036591622	0	0	6.921281783350749	13.622394510819323	CD40
long-chain fatty acid biosynthetic process (GO:0042759)	1/30	0.13970956391884184	0.20768706036591622	0	0	6.921281783350749	13.622394510819323	PTGS2
positive regulation of protein import (GO:1904591)	1/30	0.13970956391884184	0.20768706036591622	0	0	6.921281783350749	13.622394510819323	HCLS1
primary neural tube formation (GO:0014020)	1/30	0.13970956391884184	0.20768706036591622	0	0	6.921281783350749	13.622394510819323	VASP
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	2/133	0.14305475383730862	0.2111051081560364	0	0	3.07976320299112	5.988685251990531	JUN;RPS27A
receptor signaling pathway via JAK-STAT (GO:0007259)	1/31	0.14401747150131122	0.2111051081560364	0	0	6.69023569023569	12.964476920040203	CCR2
negative regulation of DNA binding (GO:0043392)	1/31	0.14401747150131122	0.2111051081560364	0	0	6.69023569023569	12.964476920040203	JUN
negative regulation of osteoblast differentiation (GO:0045668)	1/31	0.14401747150131122	0.2111051081560364	0	0	6.69023569023569	12.964476920040203	SEMA4D
cellular response to cAMP (GO:0071320)	1/31	0.14401747150131122	0.2111051081560364	0	0	6.69023569023569	12.964476920040203	RAP1A
positive regulation of leukocyte cell-cell adhesion (GO:1903039)	1/31	0.14401747150131122	0.2111051081560364	0	0	6.69023569023569	12.964476920040203	CCR2
steroid hormone biosynthetic process (GO:0120178)	1/31	0.14401747150131122	0.2111051081560364	0	0	6.69023569023569	12.964476920040203	TSPO
positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)	1/31	0.14401747150131122	0.2111051081560364	0	0	6.69023569023569	12.964476920040203	NUPR1
tube closure (GO:0060606)	1/31	0.14401747150131122	0.2111051081560364	0	0	6.69023569023569	12.964476920040203	VASP
prostaglandin metabolic process (GO:0006693)	1/31	0.14401747150131122	0.2111051081560364	0	0	6.69023569023569	12.964476920040203	PTGS2
cellular calcium ion homeostasis (GO:0006874)	2/136	0.14822032377707736	0.21381005082662663	0	0	3.0103563813585135	5.746937220227204	CD40;CCR2
negative regulation of developmental growth (GO:0048640)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	CDKN1A
B cell proliferation (GO:0042100)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	CD40
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	PTGS2
regulation of cellular amide metabolic process (GO:0034248)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	RBM3
regulation of dendrite morphogenesis (GO:0048814)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	SEMA4D
regulation of NMDA receptor activity (GO:2000310)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	CCR2
positive regulation of immune effector process (GO:0002699)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	CCR2
positive regulation of interleukin-10 production (GO:0032733)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	ISG15
liver development (GO:0001889)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	CEBPB
superoxide metabolic process (GO:0006801)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	SOD2
modulation by host of symbiont process (GO:0051851)	1/32	0.14830402193397793	0.21381005082662663	0	0	6.474095796676441	12.355752978101908	JUN
protein modification by small protein conjugation (GO:0032446)	4/409	0.14879813352249974	0.21422854566047564	0	0	2.005658436213992	3.8211096533200015	UBE2F;ISG15;RPS27A;NFE2L2
apoptotic mitochondrial changes (GO:0008637)	1/33	0.15256931999718407	0.21816374873066727	0	0	6.271464646464646	11.79120788980768	SOD2
negative regulation of JNK cascade (GO:0046329)	1/33	0.15256931999718407	0.21816374873066727	0	0	6.271464646464646	11.79120788980768	DNAJA1
positive regulation of ATP metabolic process (GO:1903580)	1/33	0.15256931999718407	0.21816374873066727	0	0	6.271464646464646	11.79120788980768	NUPR1
positive regulation of telomere maintenance via telomerase (GO:0032212)	1/33	0.15256931999718407	0.21816374873066727	0	0	6.271464646464646	11.79120788980768	HNRNPA1
mitotic G2 DNA damage checkpoint signaling (GO:0007095)	1/33	0.15256931999718407	0.21816374873066727	0	0	6.271464646464646	11.79120788980768	CDKN1A
autophagosome maturation (GO:0097352)	1/34	0.1568134700259566	0.22271750945578433	0	0	6.081114172023263	11.266469699963471	VAMP8
negative regulation of mitochondrion organization (GO:0010823)	1/34	0.1568134700259566	0.22271750945578433	0	0	6.081114172023263	11.266469699963471	HSPA1A
neural tube closure (GO:0001843)	1/34	0.1568134700259566	0.22271750945578433	0	0	6.081114172023263	11.266469699963471	VASP
positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	1/34	0.1568134700259566	0.22271750945578433	0	0	6.081114172023263	11.266469699963471	JUN
protein insertion into membrane (GO:0051205)	1/34	0.1568134700259566	0.22271750945578433	0	0	6.081114172023263	11.266469699963471	RTP4
positive regulation of MAPK cascade (GO:0043410)	3/274	0.1578679284441617	0.22391254088368953	0	0	2.240156731464222	4.135321466545218	CD40;RAP1A;FPR2
negative regulation of cell cycle G1/S phase transition (GO:1902807)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	CDKN1A
regulation of autophagosome assembly (GO:2000785)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	NUPR1
negative regulation of organelle assembly (GO:1902116)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	NUPR1
cellular response to amyloid-beta (GO:1904646)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	FPR2
cellular response to hydrogen peroxide (GO:0070301)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	NFE2L2
negative regulation of T cell proliferation (GO:0042130)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	CEBPB
regulation of JUN kinase activity (GO:0043506)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	DNAJA1
regulation of protein polymerization (GO:0032271)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	HCLS1
positive regulation of cell cycle G1/S phase transition (GO:1902808)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	CCND2
response to exogenous dsRNA (GO:0043330)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	IFIT1
positive regulation of lymphocyte activation (GO:0051251)	1/35	0.16103657577419495	0.2250657461950517	0	0	5.901960784313726	10.777710825180796	CCR2
negative regulation of cellular protein localization (GO:1903828)	1/36	0.16523874056701404	0.22820751161094843	0	0	5.733044733044733	10.321566994169176	DNAJA1
negative regulation of DNA metabolic process (GO:0051053)	1/36	0.16523874056701404	0.22820751161094843	0	0	5.733044733044733	10.321566994169176	CDKN1A
regulation of mRNA processing (GO:0050684)	1/36	0.16523874056701404	0.22820751161094843	0	0	5.733044733044733	10.321566994169176	RBM39
regulation of osteoclast differentiation (GO:0045670)	1/36	0.16523874056701404	0.22820751161094843	0	0	5.733044733044733	10.321566994169176	CEBPB
regulation of protein import into nucleus (GO:0042306)	1/36	0.16523874056701404	0.22820751161094843	0	0	5.733044733044733	10.321566994169176	HCLS1
positive regulation of bone mineralization (GO:0030501)	1/36	0.16523874056701404	0.22820751161094843	0	0	5.733044733044733	10.321566994169176	ISG15
positive regulation of myeloid leukocyte differentiation (GO:0002763)	1/36	0.16523874056701404	0.22820751161094843	0	0	5.733044733044733	10.321566994169176	HCLS1
macrophage activation (GO:0042116)	1/36	0.16523874056701404	0.22820751161094843	0	0	5.733044733044733	10.321566994169176	FPR2
positive regulation of telomere maintenance via telomere lengthening (GO:1904358)	1/36	0.16523874056701404	0.22820751161094843	0	0	5.733044733044733	10.321566994169176	HNRNPA1
regulation of actin cytoskeleton reorganization (GO:2000249)	1/37	0.16942006718012562	0.23245494857220889	0	0	5.57351290684624	9.895070145641316	HCLS1
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	1/37	0.16942006718012562	0.23245494857220889	0	0	5.57351290684624	9.895070145641316	CDKN1A
nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	1/37	0.16942006718012562	0.23245494857220889	0	0	5.57351290684624	9.895070145641316	RPS27A
regulation of transport (GO:0051049)	1/37	0.16942006718012562	0.23245494857220889	0	0	5.57351290684624	9.895070145641316	DNAJA1
positive regulation of signaling receptor activity (GO:2000273)	1/37	0.16942006718012562	0.23245494857220889	0	0	5.57351290684624	9.895070145641316	CCR2
response to cAMP (GO:0051591)	1/38	0.17358065793162564	0.2375433222475762	0	0	5.422604422604422	9.495592558231127	RAP1A
lymphocyte proliferation (GO:0046651)	1/38	0.17358065793162564	0.2375433222475762	0	0	5.422604422604422	9.495592558231127	CD40
regulation of dendrite development (GO:0050773)	1/39	0.17772061456847035	0.24132347016984798	0	0	5.279638490164806	9.12080010262218	SEMA4D
regulation of exit from mitosis (GO:0007096)	1/39	0.17772061456847035	0.24132347016984798	0	0	5.279638490164806	9.12080010262218	RPS27A
negative regulation of secretion by cell (GO:1903531)	1/39	0.17772061456847035	0.24132347016984798	0	0	5.279638490164806	9.12080010262218	VAMP8
nucleotide-excision repair, DNA incision (GO:0033683)	1/39	0.17772061456847035	0.24132347016984798	0	0	5.279638490164806	9.12080010262218	RPS27A
regulation of T cell differentiation (GO:0045580)	1/39	0.17772061456847035	0.24132347016984798	0	0	5.279638490164806	9.12080010262218	CCR2
replication fork processing (GO:0031297)	1/39	0.17772061456847035	0.24132347016984798	0	0	5.279638490164806	9.12080010262218	SAMHD1
positive regulation of protein kinase activity (GO:0045860)	2/154	0.17993232146379678	0.24401144497864571	0	0	2.651450053705693	4.547699495381422	CDKN1A;RAP1A
nucleocytoplasmic transport (GO:0006913)	1/40	0.18184003844564067	0.24501779539277996	0	0	5.144004144004144	8.768612919919887	HNRNPA1
detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580)	1/40	0.18184003844564067	0.24501779539277996	0	0	5.144004144004144	8.768612919919887	RTP4
positive regulation of cation channel activity (GO:2001259)	1/40	0.18184003844564067	0.24501779539277996	0	0	5.144004144004144	8.768612919919887	CCR2
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	1/40	0.18184003844564067	0.24501779539277996	0	0	5.144004144004144	8.768612919919887	NUPR1
positive regulation of ossification (GO:0045778)	1/40	0.18184003844564067	0.24501779539277996	0	0	5.144004144004144	8.768612919919887	ISG15
regulation of cell cycle (GO:0051726)	3/296	0.1848365781724373	0.2487365475790417	0	0	2.069631610428908	3.4941242895156175	JUN;CDKN1A;NUPR1
regulation of viral transcription (GO:0046782)	1/41	0.1859390303366049	0.24926265418848437	0	0	5.015151515151516	8.43717221072756	IFITM3
sensory perception of bitter taste (GO:0050913)	1/41	0.1859390303366049	0.24926265418848437	0	0	5.015151515151516	8.43717221072756	RTP4
JNK cascade (GO:0007254)	1/41	0.1859390303366049	0.24926265418848437	0	0	5.015151515151516	8.43717221072756	RPS27A
regulation of chemokine production (GO:0032642)	1/42	0.1900176905858975	0.25343730051494706	0	0	4.892584380389258	8.124812043283224	TLR2
cellular respiration (GO:0045333)	1/42	0.1900176905858975	0.25343730051494706	0	0	4.892584380389258	8.124812043283224	UQCRH
phosphatidylinositol phosphate biosynthetic process (GO:0046854)	1/42	0.1900176905858975	0.25343730051494706	0	0	4.892584380389258	8.124812043283224	SOCS1
positive regulation of ATPase activity (GO:0032781)	1/42	0.1900176905858975	0.25343730051494706	0	0	4.892584380389258	8.124812043283224	DNAJB1
anion transport (GO:0006820)	1/43	0.19407611900781976	0.2565710705373818	0	0	4.775853775853776	7.830035336967146	TSPO
regulation of cytokine production involved in inflammatory response (GO:1900015)	1/43	0.19407611900781976	0.2565710705373818	0	0	4.775853775853776	7.830035336967146	GBP5
cellular response to glucose starvation (GO:0042149)	1/43	0.19407611900781976	0.2565710705373818	0	0	4.775853775853776	7.830035336967146	HNRNPA1
negative regulation of type I interferon production (GO:0032480)	1/43	0.19407611900781976	0.2565710705373818	0	0	4.775853775853776	7.830035336967146	ISG15
positive regulation of axonogenesis (GO:0050772)	1/43	0.19407611900781976	0.2565710705373818	0	0	4.775853775853776	7.830035336967146	SEMA4D
signal release from synapse (GO:0099643)	1/43	0.19407611900781976	0.2565710705373818	0	0	4.775853775853776	7.830035336967146	HSPA8
positive regulation of T cell differentiation (GO:0045582)	1/43	0.19407611900781976	0.2565710705373818	0	0	4.775853775853776	7.830035336967146	SOCS1
peptide biosynthetic process (GO:0043043)	2/162	0.19434430782766576	0.2566028486518552	0	0	2.517857142857143	4.124561988604351	RPL24;RPS27A
heart development (GO:0007507)	2/164	0.19797112637870934	0.26027281266092533	0	0	2.486520534139582	4.027253410869583	CDKN1A;CACYBP
neurotransmitter secretion (GO:0007269)	1/44	0.19811441496549978	0.26027281266092533	0	0	4.664552501761804	7.551493311263548	HSPA8
detection of chemical stimulus involved in sensory perception of taste (GO:0050912)	1/44	0.19811441496549978	0.26027281266092533	0	0	4.664552501761804	7.551493311263548	RTP4
response to amyloid-beta (GO:1904645)	1/44	0.19811441496549978	0.26027281266092533	0	0	4.664552501761804	7.551493311263548	FPR2
negative regulation of T cell activation (GO:0050868)	1/45	0.20213267727917436	0.2625975819782599	0	0	4.558310376492194	7.287967841732019	CEBPB
cellular response to radiation (GO:0071478)	1/45	0.20213267727917436	0.2625975819782599	0	0	4.558310376492194	7.287967841732019	CDKN1A
regulation of insulin receptor signaling pathway (GO:0046626)	1/45	0.20213267727917436	0.2625975819782599	0	0	4.558310376492194	7.287967841732019	SOCS1
regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	1/45	0.20213267727917436	0.2625975819782599	0	0	4.558310376492194	7.287967841732019	JUN
regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	1/45	0.20213267727917436	0.2625975819782599	0	0	4.558310376492194	7.287967841732019	SOCS1
positive regulation of chemotaxis (GO:0050921)	1/45	0.20213267727917436	0.2625975819782599	0	0	4.558310376492194	7.287967841732019	CCR2
positive regulation of RNA metabolic process (GO:0051254)	1/45	0.20213267727917436	0.2625975819782599	0	0	4.558310376492194	7.287967841732019	HSPA1A
mitotic G2/M transition checkpoint (GO:0044818)	1/45	0.20213267727917436	0.2625975819782599	0	0	4.558310376492194	7.287967841732019	CDKN1A
protein deacetylation (GO:0006476)	1/45	0.20213267727917436	0.2625975819782599	0	0	4.558310376492194	7.287967841732019	SIN3B
cellular protein-containing complex assembly (GO:0034622)	2/168	0.20524959092647024	0.2648455814262383	0	0	2.426112613720187	3.8418185255383266	VAMP8;HSPA1A
alpha-amino acid metabolic process (GO:1901605)	1/46	0.20613100438312365	0.2648455814262383	0	0	4.45679012345679	7.038356248208516	ASS1
regulation of B cell proliferation (GO:0030888)	1/46	0.20613100438312365	0.2648455814262383	0	0	4.45679012345679	7.038356248208516	CD40
regulation of fibroblast proliferation (GO:0048145)	1/46	0.20613100438312365	0.2648455814262383	0	0	4.45679012345679	7.038356248208516	CDKN1A
erythrocyte differentiation (GO:0030218)	1/46	0.20613100438312365	0.2648455814262383	0	0	4.45679012345679	7.038356248208516	HCLS1
regulation of synaptic transmission, glutamatergic (GO:0051966)	1/46	0.20613100438312365	0.2648455814262383	0	0	4.45679012345679	7.038356248208516	CCR2
positive regulation of nucleocytoplasmic transport (GO:0046824)	1/46	0.20613100438312365	0.2648455814262383	0	0	4.45679012345679	7.038356248208516	HCLS1
positive regulation of smooth muscle cell proliferation (GO:0048661)	1/46	0.20613100438312365	0.2648455814262383	0	0	4.45679012345679	7.038356248208516	JUN
posttranscriptional regulation of gene expression (GO:0010608)	1/46	0.20613100438312365	0.2648455814262383	0	0	4.45679012345679	7.038356248208516	RBM3
regulation of DNA binding (GO:0051101)	1/47	0.2101094941683413	0.2683172276681977	0	0	4.359683794466403	6.801658146757973	JUN
regulation of synapse assembly (GO:0051963)	1/47	0.2101094941683413	0.2683172276681977	0	0	4.359683794466403	6.801658146757973	TLR2
regulation of T cell activation (GO:0050863)	1/47	0.2101094941683413	0.2683172276681977	0	0	4.359683794466403	6.801658146757973	CCR2
histone deacetylation (GO:0016575)	1/47	0.2101094941683413	0.2683172276681977	0	0	4.359683794466403	6.801658146757973	SIN3B
positive regulation of neuron death (GO:1901216)	1/47	0.2101094941683413	0.2683172276681977	0	0	4.359683794466403	6.801658146757973	NUPR1
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	2/172	0.2125577216442807	0.2710671379958107	0	0	2.3685474189675872	3.6677944377824145	RAP1A;FPR2
positive regulation of cell population proliferation (GO:0008284)	4/474	0.21309854413880572	0.2710671379958107	0	0	1.7225177304964538	2.663013396149757	CDKN1A;CCND2;COX17;HCLS1
negative regulation of MAP kinase activity (GO:0043407)	1/48	0.2140682440880332	0.2710671379958107	0	0	4.266709649688373	6.576964036635908	DNAJA1
cellular response to ionizing radiation (GO:0071479)	1/48	0.2140682440880332	0.2710671379958107	0	0	4.266709649688373	6.576964036635908	CDKN1A
regulation of interleukin-10 production (GO:0032653)	1/48	0.2140682440880332	0.2710671379958107	0	0	4.266709649688373	6.576964036635908	ISG15
regulation of interleukin-2 production (GO:0032663)	1/48	0.2140682440880332	0.2710671379958107	0	0	4.266709649688373	6.576964036635908	CCR2
establishment of protein localization to mitochondrion (GO:0072655)	1/48	0.2140682440880332	0.2710671379958107	0	0	4.266709649688373	6.576964036635908	TSPO
negative regulation of catabolic process (GO:0009895)	1/49	0.21800735103248006	0.27423041476584825	0	0	4.177609427609427	6.363445371866637	NUPR1
regulation of cellular protein metabolic process (GO:0032268)	1/49	0.21800735103248006	0.27423041476584825	0	0	4.177609427609427	6.363445371866637	RBM3
cellular response to mechanical stimulus (GO:0071260)	1/49	0.21800735103248006	0.27423041476584825	0	0	4.177609427609427	6.363445371866637	CD40
positive regulation of actin filament polymerization (GO:0030838)	1/49	0.21800735103248006	0.27423041476584825	0	0	4.177609427609427	6.363445371866637	VASP
response to hydrogen peroxide (GO:0042542)	1/49	0.21800735103248006	0.27423041476584825	0	0	4.177609427609427	6.363445371866637	NFE2L2
negative regulation of gene expression (GO:0010629)	3/322	0.21813189985180698	0.27423041476584825	0	0	1.8984261383834793	2.890648723721103	PARP14;HSPA1B;HSPA1A
positive regulation of ion transport (GO:0043270)	1/50	0.22192691156038513	0.2783355418257336	0	0	4.092145949288806	6.1603458876211565	VAMP8
ribosome assembly (GO:0042255)	1/50	0.22192691156038513	0.2783355418257336	0	0	4.092145949288806	6.1603458876211565	RPL24
negative regulation of transport (GO:0051051)	1/51	0.22582702165646545	0.2818814724001725	0	0	4.01010101010101	5.966974015935645	TLR2
DNA duplex unwinding (GO:0032508)	1/51	0.22582702165646545	0.2818814724001725	0	0	4.01010101010101	5.966974015935645	RPS27A
regulation of protein modification process (GO:0031399)	1/51	0.22582702165646545	0.2818814724001725	0	0	4.01010101010101	5.966974015935645	SOCS1
sensory perception (GO:0007600)	1/51	0.22582702165646545	0.2818814724001725	0	0	4.01010101010101	5.966974015935645	CCR2
amide biosynthetic process (GO:0043604)	1/52	0.22970777681698884	0.28503290842344187	0	0	3.9312735195088138	5.782696221966044	ASS1
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	1/52	0.22970777681698884	0.28503290842344187	0	0	3.9312735195088138	5.782696221966044	NUPR1
regulation of telomere maintenance via telomerase (GO:0032210)	1/52	0.22970777681698884	0.28503290842344187	0	0	3.9312735195088138	5.782696221966044	HNRNPA1
positive regulation of developmental growth (GO:0048639)	1/52	0.22970777681698884	0.28503290842344187	0	0	3.9312735195088138	5.782696221966044	SEMA4D
myeloid cell differentiation (GO:0030099)	1/52	0.22970777681698884	0.28503290842344187	0	0	3.9312735195088138	5.782696221966044	HCLS1
positive regulation of B cell activation (GO:0050871)	1/53	0.23356927222454107	0.2888015354211679	0	0	3.8554778554778553	5.606931137649977	CD40
positive regulation of chemokine production (GO:0032722)	1/53	0.23356927222454107	0.2888015354211679	0	0	3.8554778554778553	5.606931137649977	TLR2
positive regulation of NIK/NF-kappaB signaling (GO:1901224)	1/53	0.23356927222454107	0.2888015354211679	0	0	3.8554778554778553	5.606931137649977	TLR2
regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	1/54	0.23741160244685378	0.29320751371520953	0	0	3.7825424051839147	5.43914439332398	HNRNPA1
protein targeting to mitochondrion (GO:0006626)	1/55	0.2412348616553018	0.29688271615892525	0	0	3.7123082678638233	5.278844037828421	TSPO
regulation of blood vessel endothelial cell migration (GO:0043535)	1/55	0.2412348616553018	0.29688271615892525	0	0	3.7123082678638233	5.278844037828421	CD40
interstrand cross-link repair (GO:0036297)	1/55	0.2412348616553018	0.29688271615892525	0	0	3.7123082678638233	5.278844037828421	RPS27A
chemokine-mediated signaling pathway (GO:0070098)	1/56	0.24503914356804327	0.3005089146907975	0	0	3.644628099173554	5.125576482532065	CCR2
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	1/56	0.24503914356804327	0.3005089146907975	0	0	3.644628099173554	5.125576482532065	CDKN1A
mitochondrial transport (GO:0006839)	1/56	0.24503914356804327	0.3005089146907975	0	0	3.644628099173554	5.125576482532065	TSPO
arachidonic acid metabolic process (GO:0019369)	1/57	0.24882454141300062	0.3026789271123422	0	0	3.5793650793650795	4.978922896997587	PTGS2
regulation of bone mineralization (GO:0030500)	1/57	0.24882454141300062	0.3026789271123422	0	0	3.5793650793650795	4.978922896997587	ISG15
cellular response to peptide (GO:1901653)	1/57	0.24882454141300062	0.3026789271123422	0	0	3.5793650793650795	4.978922896997587	FPR2
dicarboxylic acid metabolic process (GO:0043648)	1/57	0.24882454141300062	0.3026789271123422	0	0	3.5793650793650795	4.978922896997587	ASS1
regulation of reactive oxygen species metabolic process (GO:2000377)	1/57	0.24882454141300062	0.3026789271123422	0	0	3.5793650793650795	4.978922896997587	CDKN1A
icosanoid metabolic process (GO:0006690)	1/57	0.24882454141300062	0.3026789271123422	0	0	3.5793650793650795	4.978922896997587	PTGS2
ribosomal large subunit biogenesis (GO:0042273)	1/57	0.24882454141300062	0.3026789271123422	0	0	3.5793650793650795	4.978922896997587	RPL24
cellular protein modification process (GO:0006464)	7/1025	0.2524317214243156	0.3065511507005382	0	0	1.3960960770644528	1.9218860710185344	UBE2F;GMFG;PSME1;PSME2;ISG15;PARP14;PSMB10
positive regulation of mitotic cell cycle phase transition (GO:1901992)	1/58	0.2525911479606718	0.3065511507005382	0	0	3.5163919900762006	4.8384959983786695	CCND2
cellular response to DNA damage stimulus (GO:0006974)	3/350	0.255251241056829	0.3089591140830347	0	0	1.7427433970112005	2.3797282378103737	CDKN1A;IRF7;SAMHD1
negative regulation of autophagy (GO:0010507)	1/59	0.25633905564263204	0.3089591140830347	0	0	3.4555903866248694	4.703937185372145	NUPR1
positive regulation of apoptotic signaling pathway (GO:2001235)	1/59	0.25633905564263204	0.3089591140830347	0	0	3.4555903866248694	4.703937185372145	NUPR1
regulation of secretion by cell (GO:1903530)	1/59	0.25633905564263204	0.3089591140830347	0	0	3.4555903866248694	4.703937185372145	VAMP8
selective autophagy (GO:0061912)	1/59	0.25633905564263204	0.3089591140830347	0	0	3.4555903866248694	4.703937185372145	RPS27A
mitotic DNA damage checkpoint signaling (GO:0044773)	1/59	0.25633905564263204	0.3089591140830347	0	0	3.4555903866248694	4.703937185372145	CDKN1A
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)	1/60	0.26006835626766184	0.3127366618275888	0	0	3.396849854476973	4.574913980988086	FPR2
cellular response to chemokine (GO:1990869)	1/60	0.26006835626766184	0.3127366618275888	0	0	3.396849854476973	4.574913980988086	CCR2
positive regulation of DNA biosynthetic process (GO:2000573)	1/61	0.26377914130867525	0.3168364314461916	0	0	3.34006734006734	4.4511177340934625	HNRNPA1
modification-dependent protein catabolic process (GO:0019941)	2/201	0.2660805999708533	0.3192359709695968	0	0	2.020408163265306	2.6749315277587793	ISG15;RPS27A
stress-activated MAPK cascade (GO:0051403)	1/62	0.2674715018007107	0.32053882370871944	0	0	3.2851465474416295	4.3322615615299345	RPS27A
regulation of angiogenesis (GO:0045765)	2/203	0.2697872573969225	0.3229457944466578	0	0	2.000101533150574	2.6203761530404495	CD40;CCR2
amyloid fibril formation (GO:1990000)	1/63	0.2711455282609312	0.32346645879936287	0	0	3.231997393287716	4.218078497375417	RPS27A
cell cycle G1/S phase transition (GO:0044843)	1/63	0.2711455282609312	0.32346645879936287	0	0	3.231997393287716	4.218078497375417	CDKN1A
positive regulation of viral process (GO:0048524)	1/63	0.2711455282609312	0.32346645879936287	0	0	3.231997393287716	4.218078497375417	IFIT1
protein catabolic process (GO:0030163)	1/64	0.2748013108427819	0.3274559837820451	0	0	3.1805355138688474	4.108319823136149	HSPA8
regulation of cellular catabolic process (GO:0031329)	1/65	0.2784389392137884	0.3310399605358502	0	0	3.1306818181818183	4.00275356439037	NUPR1
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	1/65	0.2784389392137884	0.3310399605358502	0	0	3.1306818181818183	4.00275356439037	CDKN1A
mitotic cell cycle phase transition (GO:0044772)	2/209	0.28090471377195736	0.33359418550771436	0	0	1.9415360347037365	2.465245506602583	CDKN1A;CCND2
cellular response to nutrient levels (GO:0031669)	1/66	0.28205850257636833	0.33420911635599	0	0	3.0823620823620823	3.9011631304837175	HSPA8
positive regulation of T cell proliferation (GO:0042102)	1/66	0.28205850257636833	0.33420911635599	0	0	3.0823620823620823	3.9011631304837175	CCR2
regulation of translational initiation (GO:0006446)	1/68	0.2892437892552286	0.3415676657384778	0	0	2.990049751243781	3.7091130169332227	CEBPB
interferon-gamma-mediated signaling pathway (GO:0060333)	1/68	0.2892437892552286	0.3415676657384778	0	0	2.990049751243781	3.7091130169332227	IRF7
positive regulation of protein localization to nucleus (GO:1900182)	1/68	0.2892437892552286	0.3415676657384778	0	0	2.990049751243781	3.7091130169332227	HCLS1
translation (GO:0006412)	2/214	0.29016113400455446	0.3422663881467865	0	0	1.895263765883712	2.3450456321682633	RPL24;RPS27A
negative regulation of cellular catabolic process (GO:0031330)	1/69	0.2928096888806698	0.34384690839506593	0	0	2.9459298871063577	3.6182865561027495	NUPR1
cellular response to decreased oxygen levels (GO:0036294)	1/69	0.2928096888806698	0.34384690839506593	0	0	2.9459298871063577	3.6182865561027495	PTGS2
positive regulation of MAP kinase activity (GO:0043406)	1/69	0.2928096888806698	0.34384690839506593	0	0	2.9459298871063577	3.6182865561027495	CD40
positive regulation of protein polymerization (GO:0032273)	1/69	0.2928096888806698	0.34384690839506593	0	0	2.9459298871063577	3.6182865561027495	VASP
regulation of gene expression (GO:0010468)	7/1079	0.29459917405249136	0.345562200813804	0	0	1.3219788155994223	1.6156426325898514	CEBPB;HCLS1;PARP14;HSPA1B;NFE2L2;TLR2;HSPA1A
establishment of protein localization to membrane (GO:0090150)	1/70	0.29635787620352466	0.3472376007691242	0	0	2.9030888596105986	3.530700422312052	RTP4
negative regulation of neuron apoptotic process (GO:0043524)	1/71	0.2998884383134025	0.3498143714399401	0	0	2.8614718614718613	3.446198601550195	SOD2
